Num,Id,Created,User,Text,Likes,Retweets,Geolocation,Location,Language,User_Id,User_Name,User_Followers,User_Following
207,1338068963670933506,2020-12-13 10:31:15,letoletonia,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,14,,,es,1253708844150263810,Letonia,532,649
208,1338068959170596865,2020-12-13 10:31:14,Nel20201,"RT @BLMasquesOff: Anti-vaccins, #complotistes, #populistes… Pour certains sondeurs, émettre des réserves sur les #vaccins contre le #corona…",0,8,,,fr,1220253224579543040,Nel2020,27,43
209,1338068952799436801,2020-12-13 10:31:13,BenjaminSidor18,"RT @DarrenEuronews: BREAK: Angela Merkel announces German national lockdown - Wednesday until Jan 10th #coronavirus

🔸Non essential shops t…",0,9,,Moira & Rzeszow ,en,827925589441073153,Benjamin Sidor,907,2390
210,1338068940480602118,2020-12-13 10:31:10,IniciaticoViaje,Mediante el #Coronavirus la #Vida trata de hacernos Ver que no somos individuos y países separados del resto del un… https://t.co/rw9PkiQsGY,0,0,,V*I*V*E,es,995491789,Viaje-Iniciatico.com,10850,4961
211,1338068939251834883,2020-12-13 10:31:09,Konig18K,"Eure Kinder verpassen Nichts in der Schule! Lasst sie zuhause, wenn es ihr die Möglichkeit habt. #lockdown #Schulschliessungen #coronavirus",1,0,,,de,1182358130748997633,König18Kaninchen,3,74
212,1338068930255007747,2020-12-13 10:31:07,FIJI1983,There's been 100 years of research for cancer and there's no cure. There is still on going research for the common… https://t.co/3RxwIPRkZj,0,0,,England,en,47435070,James & Angelo,1970,2039
213,1338068920230703104,2020-12-13 10:31:05,dafLOh,"RT @watch_union: Die Bundesrepublik Deutschland will die 36jährige Intensivschwester Farah #Demir aus #Hannover abschieben.

Mitten in der…",0,45,,3rd Planet from the Sun,de,75656366,Do Dadiada Da,505,410
214,1338068919769292800,2020-12-13 10:31:05,HuebnerMobil,"RT @watch_union: Ich kann es übrigens nicht mehr hören, dass die Politiker:innen die jetzige Lage nicht vorhersehen konnten. 

Die Kanzleri…",0,12,,NRW,de,919611181962285056,Stefan Hübner,241,369
215,1338068911158403073,2020-12-13 10:31:03,mikebhaines,"#coronakindness #VirusKindness #COVIDkindness #CovidKind
#coronavirus #CoronaCrisis #coronaUK #Covid19UK https://t.co/6ZNvOLyLKL",0,0,,Dundee,und,2775739205,GlobalActsofUnity,702,938
216,1338068906527821824,2020-12-13 10:31:02,moscoombs,"RT @TigressEllie: 148+ school staff dead up to June when attendance was less than 25%.
How many now ?
#coronavirus #COVID19 #SARSCoV2 https…",0,31,,,en,436143724,Marie O'Sullivan 🇮🇪🇪🇺😉,133,698
217,1338068899598897152,2020-12-13 10:31:00,MiguelCarceles,RT @ideal_almeria: ⚠️ #Coronavirus #Almería La Policía caza a 18 personas celebrando una fiesta en una pizzería y detiene a tres de ellos t…,0,2,,Andalucía,es,32914627,Miguel Cárceles,3264,2380
218,1338068889478049795,2020-12-13 10:30:58,Deiana_Luca9,#coronavirus https://t.co/IwXdevUf6h https://t.co/Mb4yGSyuWJ,0,0,,,und,346161795,Luca Deiana,3666,2629
219,1338068886684454914,2020-12-13 10:30:57,sukemomo,"Last updated: 2020-12-13 10:05:01+00:00GMT
  Coronavirus [COVID-19]
    Cases: 72190656
    Deaths: 1613266… https://t.co/tbOwnGzQ5C",0,0,,Japan,en,20908378,Suke,75,87
220,1338068875838181378,2020-12-13 10:30:54,ertitoAgustin,RT @EFEnoticias: La Organización Mundial de la Salud (OMS) registró en las últimas 24 horas más de 13.000 muertes globales y 692.000 nuevos…,0,317,,,es,1309586152509374469,Er tito Agustín,87,136
221,1338068875108356100,2020-12-13 10:30:54,bitcoinconnect,PS5 readies PSVR weapon for shock and awe assault on Xbox Series X SEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs… https://t.co/x5LBQuYKyi,0,0,,,en,306127388,All Express News,1201,35
222,1338068872084254721,2020-12-13 10:30:53,ideal_almeria,RT @ideal_almeria: ⚠️ #Coronavirus #Almería La Policía caza a 18 personas celebrando una fiesta en una pizzería y detiene a tres de ellos t…,0,2,,Almería,es,193627515,ideal_almeria,20203,416
223,1338068871576768513,2020-12-13 10:30:53,blondiesa,"RT @DarrenEuronews: BREAK: Angela Merkel announces German national lockdown - Wednesday until Jan 10th #coronavirus

🔸Non essential shops t…",0,9,,Kinross,en,51213279,Blondiesa #DissolveTheUnion #UseTheMandate,4460,4773
224,1338068857639096320,2020-12-13 10:30:50,gedankenkritzel,RT @rbb24: 🔴Bund und Länder beschließen harten Lockdown ab kommendem Mittwoch. #coronavirus https://t.co/SrIywvn3OC,0,3,,✊Ⓐ🏴,de,3304938417,Gedankengekritzel🏴,306,750
225,1338068846343827456,2020-12-13 10:30:47,SurvivalPiraten,RT @RT_Zapper: Im Wochenrückblick #KeineWochenShow 206 auf #Youtube geht es um das #Coronavirus und den #Lockdown zu #Weihnachten2020. Und…,0,3,,Nordrhein-Westfalen,de,1533531728,Survival Piraten - Lasst uns gemeinsam Räubern,736,728
226,1338068840920576001,2020-12-13 10:30:46,samularin,"RT @CoronaEnglish: Dear World, please look at #Switzerland for once. This is happening and still people are enjoying their Sunday lunch out…",0,13,,discord.gg/PeQTYe2,en,861693780935802880,министр дьявольского культа,370,194
227,1338068837493780484,2020-12-13 10:30:45,smahenbella,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,182,,"Marseille, France",fr,772475172787982340,🐲 𝒴𝑜𝓊𝓈𝓈𝓎 🐲,39,120
228,1338068835287650305,2020-12-13 10:30:45,stamfordsally15,"RT @DarrenEuronews: BREAK: Angela Merkel announces German national lockdown - Wednesday until Jan 10th #coronavirus

🔸Non essential shops t…",0,9,,"Glasgow, Scotland",en,236823049,Sally Farmer,1255,2767
229,1338068830560645120,2020-12-13 10:30:43,Otonm_Piyade,"RT @NurSoz_: -Hastalara En Güzel Manevi Bir Reçete Olan Risale-i Nurdan Hastalar Risalesinden Çok Kısa Bir Bölüm -

Ey bîçâre hasta!  

Mer…",0,12,,,tr,1332944833690918912,MEG,9,187
230,1338068812558688257,2020-12-13 10:30:39,ralpinist,"@ZDFheute Wir muessen doch dem #Coronavirus noch 1 oder 2 Tage die Chance geben, sich in einer bundesweiten… https://t.co/T8HKzKkVsI",0,0,,,de,1254788680868192262,kralle ✊🏼✊🏾✊🏿,6,71
231,1338068786801422336,2020-12-13 10:30:33,Jam2000,Was wohl morgen bis Mittwoch in den Städten los sein wird! Shoppingrush! Das wird die Situation nur noch verschärfe… https://t.co/MlhJ4O7Or0,2,0,,,de,16159002,Jam2000,519,201
232,1338068780375830529,2020-12-13 10:30:32,SnakePlisskenUS,RT @Tagesspiegel: #Merkel und die Länderchefs wollen am Sonntag bundesweit schärfere Maßnahmen zur Eindämmung der Pandemie beschließen. Was…,0,7,,Absurdistan,de,1255126538267353088,Peter BLACK,610,1771
233,1338068776823173120,2020-12-13 10:30:31,Mortek_C,"RT @soyrafillo: 🌡Dura decisione🌡
#covid19 #coronavirus #vacuna #dibujosanimados #rafillo #soyrafillo #pokemon #fernandosimon #sanchez https…",0,584,,II*II,es,778489444374544384,Mortek,165,488
234,1338068775422353408,2020-12-13 10:30:30,mstrtwice,RT @captncd: De situatie is zorgwekkend. Vandaar dat #Rutte c.s. vandaag overleggen en dinsdagavond (al) vertellen welke maatregelen donder…,0,1,, He/Him,nl,32871917,Chester,683,1830
235,1338068773958455302,2020-12-13 10:30:30,a_flojar,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,14,,,es,785811499,Afloja,893,788
236,1338068767151165440,2020-12-13 10:30:28,FairnessB,"Nachdem man monatelang den #coronavirus mit sog. Spaziergängen sog. Versammlungen,  sog. Gottesdiensten und Protest… https://t.co/d13I2vImAb",1,0,,"Kerpen, Buir",de,1272491445279166464,Fairness im Rheinischen Braunkohlerevier,90,161
237,1338068760373194758,2020-12-13 10:30:27,BidellaStella,"Smartworking integrato.
#13dicembre #vaccino #Covid_19 #coronavirus #Pfizer #lockdown #BuonaDomenica #Germania… https://t.co/FMSJgj5JPE",0,0,,Italian Schools,en,1277344448389820416,BidellaStella,42,162
238,1338068747978989569,2020-12-13 10:30:24,erasmus_edewor,"#vaccine
#Covid_19
#coronavirus
https://t.co/cumzq6bMll",0,0,,,und,743329880150945796,Engr Erasmus Edewor,6,49
239,1338068747664252929,2020-12-13 10:30:24,AbhijeetMandve,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1160426181008580609,Abhijeet Mandve,5,6
240,1338068747303653376,2020-12-13 10:30:24,angelovalidiya,"In case you didn't hear about it.
#PCRGATE is real.
Your life is justified by a fraudulent test.
Your politicians k… https://t.co/rrcAoYlves",1,0,,Milky Way,en,548632136,Dr Lidiya Angelova,2827,1053
241,1338068746188025859,2020-12-13 10:30:23,korfsmeier,"Michael Müller (OB-B) behauptet ernsthaft, man habe auch in der 2.Welle „schnell“ gehandelt. Vermutlich muss er sic… https://t.co/WDRXP86WqI",1,0,,"Münster, Deutschland",de,1061520559136260096,Korfs,93,61
242,1338068739921743872,2020-12-13 10:30:22,MartineOllie,RT @PatrickPelloux: d'accord pour dire que tout le monde doit se vacciner contre la grippe mais il n'y a plus de vaccin contre la grippe da…,0,382,,"Paris, Ile-de-France",fr,2876572859,Martine Ollié 🇫🇷🇪🇺,2026,2023
243,1338068730425860097,2020-12-13 10:30:20,islam_shahzadi,"#wearemultiomics 
#coronavirus https://t.co/gWZSCH85ox",0,0,,Pakistan,und,1330204642286968832,Ammara Khan,1,2
244,1338068723920461824,2020-12-13 10:30:18,CovidData2,New COVID-19 Data at 2020-12-13 05:30:01 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/vX9uI2XD7x,0,0,,,en,1246809881790857216,Covid Data,71,31
245,1338068716261662720,2020-12-13 10:30:16,MarcG_69,"#Germania, #Merkel annuncia: ""Troppi morti e casi, dobbiamo chiudere tutto dal 16 dicembre al 10 gennaio"" - Orizzon… https://t.co/ReQHHs67Si",0,0,,,it,354747398,Marc ن,11768,12752
246,1338068714932088832,2020-12-13 10:30:16,diariandorra,Ni amb precontracte #coronavirus #covid19 https://t.co/uOvGi7pgd3 https://t.co/lN0qPH7Qy3,0,0,,Andorra,ca,163401553,Diari d'Andorra,16620,860
247,1338068713266958336,2020-12-13 10:30:16,cornyMDstudents,Allergy warning for Pfizer/BioNTech vaccine after UK health workers with allergy history suffer reaction | CNN… https://t.co/Kkbvnfg3Ta,3,0,,,en,2648815788,"Smiling, MD",8794,113
248,1338068711933050882,2020-12-13 10:30:15,ActionTime,Which Nation's #Vaccine Rollout Will Be Fast &amp; Efficient #COVIDSecondWave #coronavirus #Covid19UK #IARTG… https://t.co/HJaqNvhdjl,0,1,,"Beautiful Vancouver, Canada",en,1620010466,E.H. Hau #Resist #Persist,91297,85870
249,1338068699710955520,2020-12-13 10:30:12,KunkelMuhme,"RT @Conan_IB: ""Es gibt in Bezug auf den Umgang mit der Ausbreitung des #Coronavirus keine wissenschaftlichen Erkenntnisse, die bestimmte po…",0,2,,,de,1032698572142206977,C. ob der Ache,954,1166
250,1338068695541755905,2020-12-13 10:30:11,nachodergachi,Aquí un ejemplo para los que se están pensando que hacer en #Navidad #COVIDー19 #coronavirus #Covid_19 #Espana Queda… https://t.co/TxKONKaPas,0,0,,Valdepeñas====Linares(Spain),es,398278386,Nacho🇪🇸🚁🔧🔎,342,596
251,1338068690001072128,2020-12-13 10:30:10,Kullerkeks1985,"RT @tagesschau: Liveblog: ++ ""Wir sind zum Handeln gezwungen"" ++ https://t.co/zqQcgkzwyS #Liveblog #Coronavirus",0,7,,"A-Town,Germany",de,29429039,Ariane,142,183
252,1338068686108729344,2020-12-13 10:30:09,ChavanJyoti2907,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1281269072064200704,Jyoti Chavan,0,1
253,1338068685802631168,2020-12-13 10:30:09,walden_wolfgang,"RT @DrPuerner: Ohne langfristige Strategie ist ein harter #Lockdown wertlos.  

Priorität muss der Schutz derer haben,die von #COVID19 star…",0,70,,"Regensburg, Deutschland",de,816878195257540608,Wolfgang Walden,174,105
254,1338068683990634499,2020-12-13 10:30:09,GrantGeek,#GrantAlert: $500 in GRANT $$$ announced! Apply now for the Immigrant COVID-19 Rapid Response Fund Grant Program du… https://t.co/tvTmFfHwxl,0,0,,United States,en,189266263,Grant Geek,2050,4161
255,1338068683139280897,2020-12-13 10:30:08,MinifyX3,RT @RT_Zapper: Im Wochenrückblick #KeineWochenShow 206 auf #Youtube geht es um das #Coronavirus und den #Lockdown zu #Weihnachten2020. Und…,0,3,,,de,1313523912316198913,MINIFY x3 @twitch,1188,0
256,1338068681948082179,2020-12-13 10:30:08,kintana801712,RT @diariodeavisos: 😷😷Los diez pueblos de Canarias libres de #coronavirus https://t.co/qRvd3OYqFq https://t.co/R9raFUYymj,0,1,,,es,3333447651,Ivan Quintana,40,210
257,1338068681327259650,2020-12-13 10:30:08,DarrenEuronews,"BREAK: Angela Merkel announces German national lockdown - Wednesday until Jan 10th #coronavirus

🔸Non essential sho… https://t.co/KWKiZ8dr7V",10,9,,"Brussels, Belgium",en,20846658,Darren McCaffrey,33966,3461
258,1338068679314059266,2020-12-13 10:30:07,CCKKI,"#Coronavirus, record di contagi in #CoreadelSud.
Per la prima volta i 1.000 casi giornalieri di coronavirus registr… https://t.co/1sWKYP3gAK",0,0,,,it,379030092,Cinzia,4685,3641
259,1338068670682189824,2020-12-13 10:30:05,lavozdetalavera,Brote de #COVID19 en la residencia de mayores de El Torrico con casi todos los usuarios contagiados… https://t.co/YqZTO8X9ak,0,0,,,es,362388904,La Voz De Talavera,7053,305
260,1338068665586098179,2020-12-13 10:30:04,Sumralali,"RT @Im_NJA: #این_آر_او_کے_سوالی
Despite reports of #Coronavirus puffiness and terrorism by secret agency, PDM will play tomorrow with peopl…",0,9,,,en,1337471502686556160,Sumra Khan🇹🇷,4,33
261,1338068662910115843,2020-12-13 10:30:04,ideal_almeria,⚠️ #Coronavirus #Almería La Policía caza a 18 personas celebrando una fiesta en una pizzería y detiene a tres de el… https://t.co/6rqS7Z4kml,0,2,,Almería,es,193627515,ideal_almeria,20203,416
262,1338068661026902018,2020-12-13 10:30:03,GermanYoutuber2,RT @RT_Zapper: Im Wochenrückblick #KeineWochenShow 206 auf #Youtube geht es um das #Coronavirus und den #Lockdown zu #Weihnachten2020. Und…,0,3,,,de,1203367103606210560,German Youtuber Support,2319,1
263,1338068657012957184,2020-12-13 10:30:02,Christinsky2017,"""Bergamo ist näher, als der ein oder andere glaubt. Wir dürfen keine Fehlentscheidungen treffen."" #Söder @welt #coronavirus",2,0,,"München, Bayern",de,911691120643633154,Christina Lewinsky,458,712
264,1338068651505750016,2020-12-13 10:30:01,NewzHook,"The United States has given the go ahead to the Pfizer-BioNTech Covid-19 vaccine.
https://t.co/V5Os3nFkxn
#Covid19… https://t.co/Bo2hQimBQz",1,0,,"Mumbai, India",en,4773442042,NewzHook,3476,1869
265,1338068648368480257,2020-12-13 10:30:00,MahaHealthIEC,"लवकर निदान, लवकर उपचार..निरोगी ठेवा, आपला परिवार..
#tuberculosis #leprosy #MahaArogya #IECBureau #Covid19… https://t.co/WAEblJEoRG",0,0,,,mr,1135880647124213761,Maha Arogya IEC Bureau,9349,17
266,1338068647177228288,2020-12-13 10:30:00,Ponyjsq,"【🔥大国崛起🔥】一切尽在不言中
➡️下载链接：https://t.co/5ZVwRseDZx

#PonyVPN #VPN #翻墙 #梯子
#China #CCP #中共 #中国 #后浪
#SARSCoV2 #Mutations… https://t.co/bHbLIncEGm",0,0,,,zh,1228930012633419777,Pony,107,114
267,1338068640206385154,2020-12-13 10:29:58,Ainara15504299,"RT @Portabales_Hijo: @sanchezcastejon @pablocasado_ @InesArrimadas @CasaReal Termina diciendo. Nos vamos a ir todos al carallo. ""Osease"" a…",0,4,,,es,954112700216479744,Ainara,240,51
268,1338068634653044737,2020-12-13 10:29:57,silke_schoeps,"Herr #Palmer hat in Tübingen genau das umgesetzt, was für #AfD schon lange fordert: schützt die Risikogruppen!… https://t.co/DEWxCkuV6e",2,2,,Dresden,de,1164249096745619457,Dr. Silke Schöps,873,530
269,1338068627166285829,2020-12-13 10:29:55,Balex55LP,"RT @Balex55LP: 100% Fehlerrate: PCR-Tests in Cambridge https://t.co/niDLRtAUop via @sciencefiles #Neuinfektionen #Cambridge #coronavirus ""f…",0,4,,,de,985055238980886528,Balex ✝️📯#DeutscheWehr #Deutschland #DACH #RheinB,712,906
270,1338068624544837633,2020-12-13 10:29:54,s9tmt,RT @SkyNews: The #coronavirus pandemic has created a whole range of new challenges for guide dogs and their owners https://t.co/jFEYMK0mx7,0,7,,manchester,en,279176310,Theresa Travis,6438,1447
271,1338068622053310469,2020-12-13 10:29:54,prajchavan,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,"Mumbai, Maharashtra, India",en,84787072,Prajakta Chavan,45,177
272,1338068617926160385,2020-12-13 10:29:53,CamiloGuezRodri,"RT @vetcov19: Åsa Wheelock - farligt med ""felaktigt lugnande"" #coronavirus #FactsMatter #ScienceMatters #truth #Science  #COVID19 https://t…",0,19,,,sv,700400316555124736,Camilo Rodríguez,483,2399
273,1338068610976198657,2020-12-13 10:29:51,HRafhumcar,"#COVID19 #coronavirus #Covid_19 #Covid #COVID19 #COVID
#ReporteCovid19
TRINIDAD Y TOBAGO🇹🇹
Coronavirus Cases😷
Death… https://t.co/smK2nxSvLo",0,0,,"Cartagena, Colombia-Ambler, PA",en,433909559,Rafael H Carrasco,2307,2606
274,1338068610477150208,2020-12-13 10:29:51,SirGrinchy,"Der Schaden, den #Söder mit seinen ständigen Alleingängen in #Bayern an der allgemeinen Akzeptanz der #Massnahmen a… https://t.co/PfFuSQeUkF",1,0,,,de,1060233295928147974,Sir Grinchy,0,9
275,1338068598473060354,2020-12-13 10:29:48,primabollerina,"Endlich! 

@Markus_Soeder @AndreasBovensc1 @TschenPe @ManuelaSchwesig @MpStephanWeil @ArminLaschet @tobiashans… https://t.co/aGAOAw70CW",0,0,,,de,908811261269471234,Primabollerina,62,124
276,1338068592601018368,2020-12-13 10:29:47,Jung_Chri,"@woelken Leider ist der #lockdown nötig. 
Auch wenn es nicht einfach sein wird, ist es dennoch dringend notwendig s… https://t.co/vmqnCPbmk0",2,0,,"Großenseebach, Deutschland",de,1334950244115689473,Christian Jung,7,59
277,1338068587538419713,2020-12-13 10:29:46,valaroraph,"RT @NiemalsD: Wenn man Mitglied in einer egoistischen, nur auf sich bezogenen Partei ist und die Gesundheit anderer leichtfertig auf das Sp…",0,5,,,de,796273364755185664,L. Rosemari🇩🇪,67,684
278,1338068586460536833,2020-12-13 10:29:45,birgulu_mm,#pekdoğru 🤷🏻‍♀️ #coronavirus #Karantina #mood 👌 https://t.co/Z7nVGC2yOH,1,0,,Türkiye,und,4288758266,🅔🅛🅐 🧚‍♀️🇹🇷,319,128
279,1338068579959365632,2020-12-13 10:29:44,filloede,Ik zie voetballerkes met perfecte haarstyling en 20 knuffel contacten en wij mogen opgesloten blijven #coronavirus… https://t.co/sdppTDrLUJ,0,0,,,nl,1130166525204287488,filloe,75,69
280,1338068568961847296,2020-12-13 10:29:41,dafitla,"RT @watch_union: Ich kann es übrigens nicht mehr hören, dass die Politiker:innen die jetzige Lage nicht vorhersehen konnten. 

Die Kanzleri…",0,12,,"Bayreuth, Deutschland",de,1266080105488691201,dafitla 🇪🇺🌻💚,26,250
281,1338068562561421312,2020-12-13 10:29:40,LinkPayLassim,"Sokağın çocukları 2. Sezon başladı

1. Bölüm linki https://t.co/ytfwIYfeWm

#SokağınCocukları #pazar #dizi… https://t.co/PeDzRndNRI",0,0,,,tr,1095606979228258304,Link PaylaŞım,456,656
282,1338068550183862273,2020-12-13 10:29:37,SakshiC91130497,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1311714830873583616,Sakshi Chavan,0,7
283,1338068542160252928,2020-12-13 10:29:35,AdLeahy1,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,14,,"Rotherham, England",en,1196598426,Ads,112,449
284,1338068539056517126,2020-12-13 10:29:34,s9tmt,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,14,,manchester,en,279176310,Theresa Travis,6438,1447
285,1338068516747010051,2020-12-13 10:29:29,AndreWitner,Aber Hauptsache Gottesdienste sollen weiterhin möglich sein.... macht Sinn... weil bekanntlich dort eher jüngere un… https://t.co/41N1BxFHnI,1,0,,"Düsseldorf, Metropolregion Rhein-Ruhr",de,2331707978,André Witner,62,62
286,1338068513546792960,2020-12-13 10:29:28,VarmenyaG_Srch,La Organización Mundial de la Salud (OMS) registró en las últimas 24 horas más de 13.000 muertes globales y 692.000… https://t.co/xWLcmqbHMk,0,0,,Mth. DF. SLP. Mty. ,es,176242754,Sergio McFly,294,932
287,1338068510681993216,2020-12-13 10:29:27,GereckeMartina,"RT @phi_Lukas: Bevor nun wieder das Gejammer wg. #shutdown losgeht: Es geht nicht darum, euch individuell vor einer Ansteckung zu schützen,…",0,1,,,de,1181939451959926786,Martina Gerecke,16,32
288,1338068503153274880,2020-12-13 10:29:25,cinar_bahattin,"@mehmetersoy57 Maske=bordo bereliler,
Mesafe=İha/Siha ve Komandolar,
Temizlik =Hainlerin leşleri 
TAMAM… https://t.co/I1aPU6BNP4",0,0,,,tr,1307366593027026946,BAHATTİN ÇINAR,320,1127
289,1338068494081003520,2020-12-13 10:29:23,RealityFirst3,RT @DIndo1984: Als de politieke leiders zelf niet het goede voorbeeld nemen. Waarom zou de rest van de bevolking dan het advies wel moeten…,0,2,,,nl,1202851971918712832,Reality First,201,119
290,1338068476477444097,2020-12-13 10:29:19,beatrixbock,"RT @NiemalsD: Wenn man Mitglied in einer egoistischen, nur auf sich bezogenen Partei ist und die Gesundheit anderer leichtfertig auf das Sp…",0,5,,"Berlin, Deutschland 🇩🇪🇪🇺",de,161007397,Beatrix Bock,61,876
291,1338068466931122178,2020-12-13 10:29:17,q1q2r1r2,RT @B52Malmet: There are 16 million Americans who have #coronavirus and there is STILL hostility towards mask mandates?? Are you kidding me…,0,106,,"Gig Harbor, WA",en,897840925371543552,EddieM,2940,3843
292,1338068441123713024,2020-12-13 10:29:11,ParkerEss,Clearly these people are past caring. This is a normal human reaction to being constantly warned of danger but seei… https://t.co/ckndoIUOjH,0,0,,,en,1125672498614419457,Ess Parker,170,1142
293,1338068403018493952,2020-12-13 10:29:02,CmoiQi,"RT @BLMasquesOff: Anti-vaccins, #complotistes, #populistes… Pour certains sondeurs, émettre des réserves sur les #vaccins contre le #corona…",0,8,,"Auvergne, France",fr,1072806461661700096,Cmoi Ptit QI,440,477
294,1338068395422445570,2020-12-13 10:29:00,RT_Zapper,Im Wochenrückblick #KeineWochenShow 206 auf #Youtube geht es um das #Coronavirus und den #Lockdown zu… https://t.co/xfOESkRDDv,0,3,,Oranienburg,de,466954360,RT Zapper,282,344
295,1338068392524328961,2020-12-13 10:28:59,AyubPatel123,"@cpeedell @salimmakda #Covid is indeed not to be taken lightly but in the name of God lighten up man.
Hunger &amp; pove… https://t.co/Il5F5aIiU8",0,0,, Divided Britain,en,359011070,Ayub Patel,123,32
296,1338068389349175297,2020-12-13 10:28:58,JaviMoyaRufino,"#aracenanoticias #estapasando #coronavirus #fútbol #Huelva y #provincia #CarruselSerrano 

+ Jugando el ZALAMEA en… https://t.co/dlFPG5rG3U",0,0,,Aracena (Huelva),es,297900722,Javier Moya Rufino,1582,1469
297,1338068387126255618,2020-12-13 10:28:58,VenusProjectAVA,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,14,,05/11/1605,es,817734739,VenusProject_AVA🎗🔻✊💜✊🏾🏳️‍🌈🇵🇸,528,533
298,1338068384605474816,2020-12-13 10:28:57,Global_Bar,#Vietnam ligger i absolut toppklass när det gäller coronabekämpning. Vad är orsaken? Agneta Carleson intervjuar Ann… https://t.co/elnmlUZTmf,1,0,,"Stora Nygatan 26, Stockholm",sv,564499965,Global Bar,637,506
299,1338068368708923398,2020-12-13 10:28:53,KenJayHaley,RT @Jerusalem_Post: #Bahrain's National Health Regulatory Authority said on Sunday it had approved the registration of a #coronavirus #vacc…,0,4,,,en,471478950,Ken J Haley,234,169
300,1338068366918103041,2020-12-13 10:28:53,SoleilVents,"https://t.co/byMzRunRzh

/////VS/////

Un intervenant du documentaire « Hold-up » interné en psychiatrie, ses souti… https://t.co/RaZych2AIS",1,0,,,fr,1319041977636294664,Soleil des vents,7,38
301,1338068366838427653,2020-12-13 10:28:53,ParkerEss,@stevethomas100 @RussellElliott_ Clearly these people are past caring. This is a normal human reaction to being con… https://t.co/vI1Op8kH12,0,0,,,en,1125672498614419457,Ess Parker,170,1142
302,1338068353831809024,2020-12-13 10:28:50,ladympl,"Ha abolito gli specchi lungo il suo percorso? Gli imbarazzanti sono loro #grillini, un mucchio di incapaci.… https://t.co/gWezbnxvNL",0,0,,"Lazio, Italia",it,1246570866,maria paola #facciamorete#ADTLAZIO,1362,1276
303,1338068353534062593,2020-12-13 10:28:50,EstelaMandela,"RT @scasanovam: Los médicos, enfermeras, personal sanitario...que entregan cada día su vida hasta el agotamiento físico y mental, tras casi…",0,75,,"Madrid, SERMAS",es,1202551645470638080,Estela Mandela,1430,2306
304,1338068349260083200,2020-12-13 10:28:49,EbruCan81764461,"RT @TraderAT12: #coronavirus 

🔻Gelecek nesile bir tavsiyem var. GELMEYIN...

Ortam çok saçma gelmeyin https://t.co/07U3I6zXbT",0,44,,"Bursa, Türkiye",tr,1238503250770497536,Ebru Can,25,26
305,1338068333288108035,2020-12-13 10:28:45,pepxabiagen,RT @EFEnoticias: La Organización Mundial de la Salud (OMS) registró en las últimas 24 horas más de 13.000 muertes globales y 692.000 nuevos…,0,317,,La Safor i Marina Alta,es,3216696335,Pep,3815,3672
306,1338068323238604800,2020-12-13 10:28:43,100erneuerbar,#coronavirus eine kompliziertere Kontaktregelung für #Weihnachten kann man sich wohl nicht ausdenken… https://t.co/h9nRp4A3VW,0,0,,"Berlin, Germany",de,55523710,Karsten Wiedemann,4393,1374
307,1338068318184480769,2020-12-13 10:28:41,rbb24,🔴Bund und Länder beschließen harten Lockdown ab kommendem Mittwoch. #coronavirus https://t.co/SrIywvn3OC,9,3,,Berlin & Brandenburg,de,1620250698,rbb|24,81187,1705
308,1338068305870004226,2020-12-13 10:28:38,FaizanHayat13,"COVID-19 in Pakistan 
First 42 Days:

POSITIVITY RATE:
1st Wave (30 Apr - 10 Jun): 15.32%
2nd Wave (1 Nov - 12 Dec)… https://t.co/bCBNOFOqfq",3,1,,"Islamabad, Pakistan",en,512806124,Faizan Hayat Khan,2401,208
309,1338068303374381057,2020-12-13 10:28:38,Oeroeboer,"RT @huus2020: Het is vandaag in Groningen voor even mistig...daarentegen zal de laaghangende smog rondom de corrupte, onsamenhangende en de…",0,1,,Nederland,nl,2755008971,Politiek in Correct,616,898
310,1338068293136101382,2020-12-13 10:28:35,13brevkasse,"@tv2newsdk Men som der er blevet sagt igen og igen at man ikke skal sætte sin lid til de hurtigtest.

#Sundpol… https://t.co/LnXMQz6G1J",0,0,,Copenhagen.,da,1229810728116391936,13brevkasse 📚 🌎 🎮 🗺📷,184,542
