Num,Id,User,Text,Likes,Retweets,Geolocation,Location,Language,User_Id,User_Name,User_Followers,User_Following
225,1338065715006468096,norman_dus,Mutti macht endlich alles dich ab 16.12.20 #lockdown #Lockdown2 #harterLockdown #merkel #coronavirus,5,1,,.:DÜSSELDORF:.,de,50432912,.:иoямаи:.,618,507
226,1338065710489198592,covid19daily,"🦠🇨🇳 COVID-19 Update (2020-05-30)

• Infected : 84570
• Suspected : 4
• Deaths : 4645 (5.5%)
• Recovered : 79806 (94… https://t.co/OB2cIfxc8h",0,0,,,en,1235146511685685249,COVID-19 (DAILY UPDATES 🤖),10,9
227,1338065705367953408,WHOEMRO,#COVID19 confirmed cases and deaths in the @WHO Eastern Mediterranean Region as of 23:59 Cairo time on 12 December.… https://t.co/6v11B3mCXU,3,0,,"Cairo, Egypt",en,259372802,WHO EMRO,215331,506
228,1338065681141493760,JakkampudiRaja,2001లో ఇదే రోజు జరిగిన పార్లమెంటు దాడిలో వీరోచితంగా పోరాడి ప్రాణాలను అర్పించిన వీరులందరికీ నివాళులు. ప్రజాస్వామ్యా… https://t.co/O3IBPgkKfN,0,0,,Rajanagaram ,te,1261188446099582977,Jakkampudi raja official,76,9
229,1338065679480655872,bitcoinconnect,Live updates as Amazon Black Friday begins plus PS5 stock and Sky deals SEE MORE HERE ==&gt; https://t.co/9diE9l1LHF… https://t.co/sFHAiJJXZh,0,1,,,en,306127388,All Express News,1201,35
230,1338065675579916288,RezaSpeaking,"কোভিড-১৯: এক দিনে দেশে আরও ৩২ জনের মৃত্যু, ১,৩৫৫ রোগী শনাক্ত                                            #COVIDー19… https://t.co/KAU8e1qMVO",1,0,,"Dhaka, Bangladesh",bn,3004569859,Ahmed Rezaur Rahman,117,240
231,1338065662619635712,pavelbrazza,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,Bourg la reine,fr,1160947417,pavel.K,238,235
232,1338065659666710530,BharatYSRCP,2001లో ఇదే రోజు జరిగిన పార్లమెంటు దాడిలో వీరోచితంగా పోరాడి ప్రాణాలను అర్పించిన వీరులందరికీ నివాళులు. ప్రజాస్వామ్యా… https://t.co/DkL2UVrLdv,6,0,,Rajamahendravaram,te,1098456401012129793,MARGANI BHARAT RAM,17443,9
233,1338065658727202816,punitha9894,"RT @velichamtvtamil: #JUSTIN கொரோனாவுக்கு தடுப்பு முறைகளை கையாளவேண்டும்; தடுப்பூசியை நம்பிக்கொண்டிருக்க வேண்டிய அவசியமில்லை

- தெலங்கானா மா…",0,2,,,ta,1318728981466673152,Punitha,5,62
234,1338065658693685250,karl_wightman,RT @RepSwalwell: Stop wearing face masks. #coronavirus,0,3914,,"Ontario, Canada",en,815384118271688704,Karl Wightman,2756,4951
235,1338065650732965888,auliviab_,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,,fr,516375351,#CONGOISBLEEDING🩸🩸,1009,471
236,1338065634035441665,gabriellaparisi,"#Coronavirus, decisione estrema di Angela #Merkel: ""#Lockdown totale"", oggi l'annuncio https://t.co/WvMxL45NfH",0,0,,Hyperspace,it,281563139,Gabriella Parisi,1409,187
237,1338065623188819968,Govindchauhan07,"Google Trends India ke 2020 Most Search Results is No.1
Google trends 2020: Indians have searched for nearby food s… https://t.co/iARom05uoY",0,0,,"Chandigarh, India",en,1205527338315681792,Govind Chauhan,0,26
238,1338065613638385665,Mira63330096,RT @iran_true: .@HassanRouhani lies about the beginning days of #COVID19 epidemic in Iran. 10 months after #coronavirus has raged through I…,0,9,,,en,1187461413079371776,Mira ✌,1405,895
239,1338065607636492288,MutlubasSema,RT @Cemil25631316: Bakın bakın ne buldum dostlar mehmet ceyhan in oğlu nerde yoneticiymis prefiezer de hala buna inanıp aşı olanların açın…,0,2,,,tr,1283396604297437185,sema mutlubaş,117,71
240,1338065601324052482,manufernandezba,RT @Vigoalminuto: 🛑 COVID: suben los contagios y  casos activos en el Área de Vigo en las últimas 24 horas #COVID19 #coronavirus #Vigo http…,0,1,,vigo. pontevedra. españa ,es,497889775,manufernandezbarros,6122,5302
241,1338065600120229891,viralvideovlogs,"RT @HRafhumcar: #COVID19 #coronavirus #Covid_19 #Covid #COVID19 #COVID
#ReporteCovid19
GUYANA🇬🇾
Coronavirus Cases😷
Deaths🏴
Recovered👏
Direc…",0,1,,കേരളം,en,952247125185720320,#StayHome,4744,4623
242,1338065599772102657,ZabAlexA,"RT @5tv: 🦠Пир во время чумы: как несознательность рестораторов может привести к полному локдауну?

#coronavirus #коронавирус https://t.co/m…",0,3,,http://забуга.рф,ru,159121077,Alexander Zabuga,326,314
243,1338065583401820160,HRafhumcar,"#COVID19 #coronavirus #Covid_19 #Covid #COVID19 #COVID
#ReporteCovid19
GUYANA🇬🇾
Coronavirus Cases😷
Deaths🏴
Recovere… https://t.co/gz1PmM7zk0",0,1,,"Cartagena, Colombia-Ambler, PA",en,433909559,Rafael H Carrasco,2307,2606
244,1338065572026839042,Moritzbhg,"#US case tally hits 16.06 million, at least 297,818 deaths #Covid_19 #coronavirus 
According to… https://t.co/FfpVVYC3t3",0,0,,,en,426611780,Moritz zu Hause Bleiben 🇪🇺,2143,4972
245,1338065557917196289,leeadamson2009,"RT @Nelsims411: As a person with a #Disability , #Brexit frightens me.

Possible further stripping of rights/support via Tory policy - ( #D…",0,3,,,en,22133128,Stephen Adamson #YNWA #GTTO#FBPE #ActuallyAutistic,5660,6220
246,1338065507820322816,Samanth45845693,"Krill oil is a popular health supplement with benefits in supporting a healthy heart, skin, cognitive function and… https://t.co/7ul2Tjyp78",0,0,,,en,1333441440240738305,Samantha smith,8,72
247,1338065502816460803,tweets_desi,"The way whole world is waiting for Vaccine 😂

#coronavirus  #CoronaInfoCH 
#CoronaVaccine  #Pfizervaccine 
#COVID… https://t.co/xpXVlcqKwh",0,0,,,en,1278624242154663936,Ramkrish Hindustani 🇮🇳,31,229
248,1338065497519251460,mnlamd,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,Paris,fr,1006862536065671169,jou,264,375
249,1338065489533210624,claraa_bdl,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,"Kyoto, Japan",fr,970229899314245632,κнʟαяαα,68,197
250,1338065486236405760,anandhi_adi,"RT @Kalaignarnews: அரசு செவிலியர்கள் 4000 பேருக்குத் தற்காலிக பணிக்காலம் நிறைவடைய உள்ள நிலையில், செவிலியர்களின் சேவை மருத்துவத்துறைக்கும் ம…",0,6,,Puducherry,ta,893826284471541760,Anandhi Adi,368,44
251,1338065444503236608,3mausimhaus,"""#Weihnachten zu fünft, na und?"" Je eher der #Lockdown kommt, desto mehr Leben retten wir. 
#BlitzLockdown #Merkel… https://t.co/jwPGDk0uWz",3,2,,Germany- Frankfurt/ Bergstraße,de,144271397,🎻🎼 Mo♫ika ♬aria 🎹,8096,6468
252,1338065444423524352,luna14fevrier,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,𝕡𝕣𝕚😎,fr,1181089928563888129,lulu❄,119,276
253,1338065443932737536,Scot_Infidel,RT @GrahamGGrant: Today’s #comment on the #Covid #vaccine drive as the #SNP’s rhetoric begins to unravel #coronavirus https://t.co/IVzfNX64…,0,12,,"Hamilton, Scotland",en,230448461,DonaldM1951,1160,2772
254,1338065429663649792,RoxanneRoyal,Vaccines ID next ... Do you normal people stay in limbo or somethin? LOL #coronavirus #Covid_19 #COVID… https://t.co/TNUwjNOWc9,1,0,,,en,168199947,𝐑𝐨𝐱𝐚𝐧𝐧𝐞☆𝐑𝐨𝐲𝐚𝐥♕,158,143
255,1338065387389325312,Cemil25631316,Bana 6 ayda bulunmuş bir aşıyı heleki ölüm oranı dünyada 1000  de 6 olan 50 yaş altında  100.000 yada 200.000 de 1… https://t.co/vfU1ABgR2X,3,1,,,tr,1332791286319943685,Cemil,504,1356
256,1338065364014542851,mitdenkenKA,"RT @PawelBechthold: Da beschleicht einen doch das Gefühl, dass es ihnen gar nicht um die Wahrheit geht, sondern darum ihr Leben so weiterzu…",0,1,,Nächste Demo: 3.12. 16:30Uhr,de,1326855127160991744,Initiative Mitdenken Statt Querdenken,280,78
257,1338065351137927168,RJRohit95,"#BREAKING: Animals also fall prey to Corona: 3 snow leopards found covid #positive
Read full story :… https://t.co/xit655nz1a",0,0,,India,en,924189769784889345,Rohitsays,62,205
258,1338065350487846912,PaulBarker11,"RT @liarpoliticians: #marr THERE'S NO INTENTION of stopping lockdowns, it's all running to plan for Nazis @BorisJohnson @MattHancock for th…",0,7,,"London, England",en,373882733,Paul Barker,364,516
259,1338065346058719234,scheerenberger,RT @MDRAktuell: Mehr als 3.000 Tote seit Montag gemeldet + Patientin musste wegen voller Kliniken herumgefahren werden + Berliner Polizei b…,0,2,,,de,2969405391,Birgit S -bitte nur mit Maske!,2933,5000
260,1338065326290989057,sequundi,"Scheiße, wie geil. Die haben es echt geschafft, mit dem #Coronavirus zu verhandeln, das es zu #weihnachten2020  vom… https://t.co/QVk62V5JwA",0,0,,"Bayern, Deutschland",de,2863500195,h.al,98,188
261,1338065325217247235,RTLlu,"Wat sinn d'Corona-Mesurë wäert? Doriwwer diskutéieren am #Presseclub d'Dani Schumacher, de Christoph Bumb an de Luc… https://t.co/NcRaAojDft",0,0,,Luxembourg,ca,55538311,RTL Luxembourg,32374,697
262,1338065308297388033,Paul19206077,RT @EelcoHoecke: Wie is die clown die denkt verstand te hebben van de #Brexit bij #wnlopzondag? Volgens de beste man krijgen de Britse ambt…,0,5,,"Ridderkerk, Nederland",nl,940235121948577792,Paul,202,423
263,1338065305420005377,DailyNews_lk,"489 more individuals recovered from COVID-19 bringing the total recoveries in the country to 23,793, the Epidemiolo… https://t.co/hlBu4STqUW",0,0,,"Lake House, Sri Lanka ",en,1879618076,Daily News,5816,80
264,1338065291021066240,PawelBechthold,"Da beschleicht einen doch das Gefühl, dass es ihnen gar nicht um die Wahrheit geht, sondern darum ihr Leben so weit… https://t.co/1RlOUg9JrH",1,1,,Karlsruhe,de,1263064975838453760,Pawel,114,324
265,1338065284482150402,Kmoxstar,RT @RepSwalwell: Stop wearing face masks. #coronavirus,0,3914,,PA,en,2971385625,Matt,37,116
266,1338065282812813312,notprincess10,RT @ozglmhmt7: Yüreğe sevdiren bin şükürü'm🕊️❤️ #GoenuelDağı #coronavirus #ask #SonDakika #evdekal #cumartesi https://t.co/DYD6Kb9Hqn,0,9,,,tr,1317366835470368768,YESENİA RT,653,730
267,1338065272608071680,Malikahh77,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,10,,"Leicester, England",en,414625830,QueeN,1207,1560
268,1338065272046022656,DaAntrax,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,,fr,2717359864,Antrax,464,1684
269,1338065261480439809,a97UJRTn6RfmFW5,"西宮えびすの早朝の福男ダッシュ、来年は中止やろな。
#coronavirus",0,0,,,ja,1196102257739042816,二代目御堂筋男,19,19
270,1338065246569762818,CyprusToday,"RT @eu_mayor: They will be in effect until 31 December #TheMayorEU #coronavirus #Cyprus #COVIDSecondWave 
https://t.co/W1BMdwQH6p",0,5,,Cyprus,en,142212961,Cyprus Today,12715,10850
271,1338065224772050945,Vigoalminuto,🛑 COVID: suben los contagios y  casos activos en el Área de Vigo en las últimas 24 horas #COVID19 #coronavirus #Vigo https://t.co/sH4sUtHaYQ,0,1,,Cuenta oficial,es,91678425,Vigoalminuto,12238,2748
272,1338065221584207872,NewspointjK,"With 30,254 new cases, India's COVID-19 tally reaches 98,57,029

#CoronaVirusUpdates #Coronapandemic #Coronavirus… https://t.co/Xfe4a4MHcS",0,0,,,en,955739059527196672,newspointJ&K,2656,23
273,1338065218119852033,LeoBocaly,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,🏟,fr,858783732014215168,Léo 🇮🇪 🦣,99,426
274,1338065195927744512,noticiessergi,#coronavirus: @EU_Commission a de parar els peus als governs espanyols de les males mesures sanitàries que estan fi… https://t.co/sSrcsIVraR,1,0,,Catalunya,ca,1237150541106511874,LES NOTICIES D'EN SERGI ALARCON,157,439
275,1338065195160178689,searchingsun1,RT @teozorzoli: Francisco guarda il mare dopo 52 giorni di terapia intensiva a Barcellona. La foto più potente del #2020 è di @EmilioMorena…,0,18,,,it,574731614,searchingsun1🖤💙,110,111
276,1338065182715764737,Colin_CWilliams,"Has a year of living with Covid-19 rewired our brains? 
#Covid19UK #COVID #Covid_19 #CoronaVirusUpdates… https://t.co/RB1mPek6H0",0,0,,"Sheffield, England",en,46882012,Colin Williams,13153,13054
277,1338065156681641984,comeragewithme,RT @AndrewScheer: Now we know how the Liberals will pay for their massive deficits. Trudeau announced the Carbon Tax is going from $50 to $…,0,443,,"Ontario, Canada",en,3370336324,MindOverChatter,3707,4561
278,1338065156295811073,jondknight,RT @allafrica: No Hope for PPE to Health Workers As Strike Continues @dailynation: https://t.co/zm6nxjRFr9 #Kenya #Coronavirus #Covid19 htt…,0,1,,,en,200838452,Jonathan Knight,646,3282
279,1338065150037856256,mdrde,RT @MDRAktuell: Mehr als 3.000 Tote seit Montag gemeldet + Patientin musste wegen voller Kliniken herumgefahren werden + Berliner Polizei b…,0,2,,,de,370662476,MDR,15545,124
280,1338065101027504128,Sei_selbst,"Uups...
#coronavirus #PCRGATE #lockdown #Panikmache
#Grundrechte #Ermaechtigungsgesetz #Impfzwang #Impfstoff… https://t.co/zqeuZbIrkc",0,0,,Deutschland,et,1057614354659622912,Ich bins,439,217
281,1338065084543799297,africanaffairs,"Now playing on African Affairs Radio: Hungry To Worship by Atta Boafo! Tune in now.
Live (Nonstop African Music):… https://t.co/pvyop1ik2i",0,0,,,en,68545047,African Affairs,1071,1076
282,1338065081880473602,huskerfalcon44,"RT @LotusOak2: Lancet Formally Retracts Fake #Hydroxychloroquine Study Used By Media To Attack Trump 

https://t.co/sTubVhvU1r 

""One has t…",0,67,,"Nebraska, USA. #GBR",en,909113363745009664,"Teri Hill, MEd 🇺🇸🇺🇸🌽🏈🏐🇺🇸🇺🇸",842,1015
283,1338065077543559168,PicenoTime,"Regione Marche, altri 481 casi positivi. Ascoli Piceno provincia meno colpita https://t.co/UWqTgUsfZt… https://t.co/KEWwsWsg8t",0,0,,Ascoli Piceno,it,367626839,Picenotime,2486,649
284,1338065071998705666,sonersapmazz,"Virüste yasaktan muaf arkadaşlar , sürekli dışarda #Covid_19 #coronavirus",1,0,,"İskenderun, Hatay",tr,2315030435,🧊SONER,876,239
285,1338065063186321410,GiacomoBaiocchi,"RT @europainitalia: Twitter, Facebook, Microsoft, Google, TikTok hanno risposto a invito della #CommissioneUE impegnandosi a combattere la…",0,6,,"Rome, Lazio",it,413363959,Giacomo Baiocchi,330,908
286,1338065043406123010,Jasie09247824,"RT @Canuck289: @JennaEllisEsq I’m truly sorry you tested positive for the #CoronaVirus &amp; hope for your full recovery.🙏🙏
I would, however, a…",0,1,,,en,1050464985648951296,President-Elect Jasie,2576,4990
287,1338065041166364673,allafrica,No Hope for PPE to Health Workers As Strike Continues @dailynation: https://t.co/zm6nxjRFr9 #Kenya #Coronavirus… https://t.co/PbarYYo6EZ,0,1,,Africa,en,16683014,allAfrica.com,427834,1825
288,1338065040990199808,DeepSil97818601,RT @16OctPalestine: #Gaza Strip is cautiously getting back to normal life after a two-day lockdown following precaution measures against #c…,0,1,,,en,1320686903302230016,Deep Silence,112,5
289,1338065038335217665,Lailaka,"@piersmorgan breaking #COVID rules...this suggest you really believe its only guidelines too, by doing this.. its a… https://t.co/IeONMwAK8I",0,0,,"Liverpool, England ",en,87281479,Laila Aboushakra,263,1000
290,1338065024682700800,AnaHera606,"RT @AMPAJaneGoodall: Una #EnfermeraEscolar en cada centro.
El equipo directivo no tiene que estar controlándo el #coronavirus, tienen otras…",0,22,,,es,2659519624,💚🍏Ana María🍏💚#VueltaSegura,952,387
291,1338065021071454208,Querdenken_News,"Merkels Corona-Tipps: „Die Regierenden sind nicht unsere Erziehungsberechtigten“ • BILD
https://t.co/sROzPUbO5R… https://t.co/K0TVHWt129",1,0,,Berlin-Wien-Zürich-Meran,de,1301067504878596097,Querdenken.international,174,204
292,1338065016814247938,Christinsky2017,"Beschlüsse gelten bis 10. Januar. ""Erst einmal."" Wie es Anfang Januar weitergehe könne man heute noch nicht sagen. #coronavirus",1,0,,"München, Bayern",de,911691120643633154,Christina Lewinsky,458,712
293,1338065011630088193,ParentSecurity,Sandra K. Hollenbeck Obituary – MO | #coronavirus | #kids. | #children | #schools https://t.co/9Ho4onoFMG,0,0,,,und,821592481,Parent Security,99,43
294,1338065009377759233,UnioneSarda,"#Sardegna - #Coronavirus, la situazione a #Nule e #Florinas
https://t.co/MYOn97ccHk",0,0,,"Sardegna, Italia",it,97643497,L'Unione Sarda,24878,482
295,1338065006978625539,GregoryDEvans,Sandra K. Hollenbeck Obituary – MO | #coronavirus | #kids. | #children | #schools https://t.co/O3a8e4DzMC,0,0,,United States,und,194297917,Gregory D. Evans,7183,1129
296,1338064993363898370,Devolaaa,"Çin Aşısını Gönüllü Olan Profesörden Yan Etki Açıklaması
 https://t.co/imJWbG6YyN

#koronawirus #koronavirüs… https://t.co/vWWah6oJxR",0,0,,,tr,166115212,Devolay Haber,16,85
297,1338064992227086337,YouCanFoolMost,"RT @SaloomaEssa: #photooftheday 🇵🇸📸🇵🇸
#CoronaVirusUpdates 🦠🌚
Gaza Strip is cautiously getting back to normal life after a two-day lockdown…",0,2,,"Boise, ID",en,983305505589243905,AC,905,218
298,1338064991933624321,leolionmehul,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,5,,India,en,312687736,Mehul Agarwal,23,603
299,1338064991052648449,YouCanFoolMost,"RT @COVIDLive: 134 new cases in Qatar 

[10:15 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",0,1,,"Boise, ID",en,983305505589243905,AC,905,218
300,1338064990125830145,anaball3,"RT @luisalcazar_: Concejal de Sanidad de Murcia, médico de formación. Coello, como siempre, hablando —escribiendo— claro. En Facebook. #cor…",0,33,,,es,387076027,ana ballesta,90,272
301,1338064980214771713,COVIDLive,"134 new cases in Qatar 

[10:15 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",0,1,,,en,1236273574895329281,Coronavirus Updates,745,2
302,1338064975798087683,andybordignon1,"RT @GobSantaFe: Situación actual de casos confirmados de #Coronavirus, ocupación de camas críticas y generales.

+INFO: https://t.co/9GOvWC…",0,5,,"Rosario, Argentina",es,3546551062,andybordignon,18,6
303,1338064967480774664,SaloomaEssa,"#photooftheday 🇵🇸📸🇵🇸
#CoronaVirusUpdates 🦠🌚
Gaza Strip is cautiously getting back to normal life after a two-day lo… https://t.co/908v54JbgY",4,2,,Palestine . Gaza,en,3187938050,Isl@m Essa🇵🇸#Gaza💁👑,14178,14155
304,1338064963831799809,MentalHRetweet,RT @Bijan_Cyrus: #Persian #PersianGulf #Farsi #unitedNations #NOBELPEACEPRIZE #GoldenHearts #JoyTrain #SuccessTrain #StarfishClub #coronavi…,0,1,,Kenya,und,1155716924103450624,Mental Health,2866,4
305,1338064958890897409,pepabejarano56,"RT @scasanovam: Los médicos, enfermeras, personal sanitario...que entregan cada día su vida hasta el agotamiento físico y mental, tras casi…",0,73,,,es,2876223514,Pepa Macias,792,1243
306,1338064957901041665,enfermeriayvacu,"Estamos preparando dos rutas de administración, pero desde luego, apostamos por la intranasal. Si nos la aprueban,… https://t.co/rqsD8fTt0i",1,0,,España,es,932973239474835456,"#Mascarilla, distancia, y #responsabilidad",2055,602
307,1338064947310366720,EvhVico,"#Viladecans #Coronavirus #MazónFake #Fotomuebles 

Nit i dia.

La inversión en la limpieza y la higiene contra el… https://t.co/idmZ0YPwhq",2,0,,,es,2514302559,coletasdeporvida.,7347,7419
308,1338064921091862529,bitcoinconnect,Assassin's Creed Valhalla - what PC hardware is needed to match PS5 visuals? SEE MORE HERE ==&gt;… https://t.co/36DOC3toMH,0,1,,,en,306127388,All Express News,1201,35
309,1338064918625591296,ValeryCollins,#SundayBlogs the #coronavirus #pandemic and #COVID19 has resulted in constantly changing #travelrestrictions but th… https://t.co/qdSNm4BkPT,0,0,,London,en,135620577,ExperiencedTraveller,10070,11032
310,1338064916700389383,lpcampi,RT @techreview_es: #LoMásLeído La información sobre la #vacuna de #Pfizer en manos de unos ciberdelincuentes podría servir a otras empresas…,0,3,,,es,498292957,PhD. Lorena Pérez Campillo,2344,4998
311,1338064913122648066,IsolationBot,"Don't forget that fresh air is important. Open a window, stand on a balcony or in a backyard, or take a (safe) walk… https://t.co/SX2ew7kd8q",0,0,,,en,1241559185017278464,Isolation Bot,245,2
312,1338064911088447489,tuneinbrasil,#Podcast - Tudo sobre o #Coronavirus aqui. Ouça informações e números atualizados do #COVID19 #G1 https://t.co/eyFxECZkOo,0,0,,Brasil,pt,195511322,TuneIn Brasil,1045,118
313,1338064894122455041,IOWinfo,RT @iwcponline: It's been called off due to #COVID19 #coronavirus Details: https://t.co/EjRvg9HJNL #isleofwight… https://t.co/2uSO9zse0R,0,0,,Isle of Wight (UK),en,31386487,IOW Info,5861,874
314,1338064889290649600,une_voix_lait,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,"𝐹𝓇𝑜𝓂 ٱلله , 𝓉𝑜 ٱلله ",fr,1192902714214232067,♡,771,695
315,1338064883166957569,Vinns_Ennt,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,Tours,fr,1314967268,L｀Guesн ╦╤─ ✨,394,180
316,1338064881606602752,BithikaParija,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,5,,,en,1310970471484014593,Bithika Parija,2,6
317,1338064872626561024,eltribuno,#SALTA #PANDEMIA #CORONAVIRUS VUELOS A PARTIR DE MAÑANA Único destino interprovincial: Salta-Neuquén… https://t.co/Dy9Vg2m3Wz,1,0,,"Salta, Argentina",es,8877352,El Tribuno,117752,901
318,1338064869870997505,ArtnerdDe,"Was für ein Wahnsinn aus dem Corona-Hotspot Erding:

10.12.2020: Erding Klinikchef wendet sich an Bürger… https://t.co/5AWB2tQw7X",0,0,,85461 Bockhorn,de,1289112994832691200,𝔸𝕟𝕕𝕣𝕖𝕒𝕤 𝔻𝕠𝕟 𝔻𝕦𝕖𝕣𝕚𝕟𝕘,19,15
319,1338064854456950784,PianoLion,"@online_MM Toll welche Zusammenhänge man über alles herstellen kann....1a Berichterstattung. 
#coronavirus
👍👍 https://t.co/DFkH7Ko307",0,0,,Germany,de,55733374,Rolf Eichele,104,187
320,1338064850950340608,Divya_Bhaskar,"નવી સંસદ અંગે સરકારની ઘેરાબંધી : કમલ હાસનનો મોદીને સવાલ-કોરોનાથી લોકોની નોકરીઓ જઈ રહી છે, એવામાં નવી સંસદની શું જરૂ… https://t.co/PjGzvk6vqW",2,0,,"Gujarat, India",gu,104521047,Divya Bhaskar,375235,435
321,1338064844285747200,viralvideovlogs,"RT @PHancocksCNN: South Korea reports 950 new #coronavirus cases, the highest daily increase since the pandemic began. #COVID19",0,21,,കേരളം,en,952247125185720320,#StayHome,4744,4623
322,1338064841886535686,Ameentoon,"النهاية ..  

كاريكاتير / أمين الحباره 

#كورونا #كوفيد_19 #كاريكاتير #كاريكاتير_أمين #رأي_أمين #Ameentoon… https://t.co/AkMcds6EuI",3,0,,Saudi Arabia . Alahsa,ar,441586547,كاريكاتير أمين الحباره,1304,413
323,1338064841395773442,GPerdikaris,"RT @PHancocksCNN: South Korea reports 950 new #coronavirus cases, the highest daily increase since the pandemic began. #COVID19",0,21,,"Jakarta, W. Java, Indonesia ",en,225332010,"Michael Gerasimos Perdikaris, MBA-Glion",5656,6072
324,1338064839885922305,CliveDavies15,"EVEN MORE JOKES  - Part 2 -    The Ones That Didn`t Get Away https://t.co/QXZmswivp9 via 
@YouTube
 --
I just wrote… https://t.co/imlhpemrwB",0,0,,"Bristol, England.",en,1002031513,Bumbly1uk.com,231,606
325,1338064838728306688,MalonJo,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,9,,Alicante (España),es,503571190,⚄ José Manuel 🏳️‍🌈🇪🇸,768,790
326,1338064825935511553,GPerdikaris,"RT @PHancocksCNN: South Korea reports over 1,000 daily #coronavirus cases for the first time since the pandemic began. 1,030 from Saturday…",0,3,,"Jakarta, W. Java, Indonesia ",en,225332010,"Michael Gerasimos Perdikaris, MBA-Glion",5656,6072
327,1338064818956365826,FFelice1983,"#Coronavirus Meine Damen un Herren, è #lockdown totale in 🇩🇪",0,0,,,fr,1300589173947146243,Francesco De Felice,100,219
328,1338064802892091398,cevenolle1,"Covid-19. Un confinement « adapté » en Nouvelle Calédonie,Outre-Mer ,#Confinement #Coronavirus https://t.co/vz6K7v9wYL via @ouestfrance",0,0,,,fr,1069221978303807488,cevenolle,65,331
329,1338064778078670848,feritakcali,"#coronavirus 
#coronaasi https://t.co/4iMCBPqCst",1,0,,"Şanlıurfa Merkez, Şanlıurfa",und,1004883793,ferit akçalı,279,389
330,1338064775436234752,quincymd23,RT @EFEnoticias: La Organización Mundial de la Salud (OMS) registró en las últimas 24 horas más de 13.000 muertes globales y 692.000 nuevos…,0,310,,Chilangolandia,es,557396987,Nacho Tapia,907,1315
331,1338064767391559683,HughJardon70,It is this simple 👇 #freedom #KBF #coronavirus #COVID #coronabollocks https://t.co/7hAoYQR6Kv,0,0,,,en,1180556506498031617,Definitely not 'PC' Copper,415,456
332,1338064765319589890,TgrRai,"RT @TgrVeneto: #Coronavirus #Veneto: dati #13dicembre - Il bollettino emesso da Regione e Azienda Zero.

#IoSeguoTgr

https://t.co/8IIaHnCS…",0,2,,Italia,it,804354408,Tgr Rai,59987,518
333,1338064763717292034,bebetodoume,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,,fr,865477231388246017,Linda.Emma.Marie,313,724
334,1338064762513440768,Dorje_sDooing,"No one could’ve predicted this...practically no one! ;)

(Article is about how students &amp; teachers In Surkhet contr… https://t.co/No5UnqBeNv",0,0,,,en,990238068,"Dorje Gurung, ScD (h.c.)",1242,839
335,1338064757287481344,happyhobbit_25,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,5,,"Mumbai, India",en,870509862047727616,Happy Hobbit,40,50
336,1338064754800259072,uklockdown,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,10,,"London, England",en,1241651808747040770,UK Lockdown #HandsFaceSpace,261,248
